case_id,level1_category,level2_category,difficulty,gt_status,gt_error_type,gt_error_subtype,gt_label_source,gt_label_strength,baseline_status,baseline_error_type,baseline_error_subtype,baseline_error_type_raw,baseline_error_subtype_raw,baseline_error_position,baseline_label_source,sql_text,source_tier,source,source_ref,tags,notes,review_reason,review_priority
,DDL,DROP_TABLE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,DROP TABLE IF EXISTS auth_temp_table_2,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_droptable_fail_6.q,real;open_benchmark;ddl;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DDL,DROP_TABLE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,DROP TABLE IF EXISTS drop_table_auth_4,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_droptable_fail_8.q,real;open_benchmark;ddl;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DDL,DROP_TABLE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,drop table authorization_invalid_v1,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_invalid_priv_v1.q,real;open_benchmark;ddl;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DDL,DROP_TABLE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,drop table authorization_invalid_v2,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_invalid_priv_v2.q,real;open_benchmark;ddl;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DDL,DROP_TABLE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,DROP TABLE drop_table_auth_fail_1,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_droptable_fail_3.q,real;open_benchmark;ddl;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DDL,DROP_TABLE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,DROP TABLE auth_temp_table_1,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_droptable_fail_5.q,real;open_benchmark;ddl;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DDL,DROP_TABLE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,DROP TABLE drop_table_auth_3,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_droptable_fail_7.q,real;open_benchmark;ddl;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DDL,DROP_TABLE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,DROP TABLE drop_table_temp_3,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_droptable_fail_9.q,real;open_benchmark;ddl;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DDL,DROP_TABLE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,drop table acid_external,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/alter_external_acid.q,real;open_benchmark;ddl;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DDL,DROP_TABLE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,drop table src_auth,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_part.q,real;open_benchmark;ddl;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DDL,DROP_TABLE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,drop table db1.t1,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_not_owner_drop_tab2.q,real;open_benchmark;ddl;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DDL,DROP_TABLE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,drop role public,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_public_drop.q,real;open_benchmark;ddl;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DDL,DROP_TABLE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,drop role admin,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_drop_admin_role.q,real;open_benchmark;ddl;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DDL,DROP_TABLE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,drop table t1,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_not_owner_drop_tab.q,real;open_benchmark;ddl;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DDL,DROP_TABLE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,drop view vt1,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_not_owner_drop_view.q,real;open_benchmark;ddl;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DDL,DROP_TABLE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,drop role r1,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_drop_role_no_admin.q,real;open_benchmark;ddl;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DML,INSERT_INTO_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,insert into table t1 select * from user2tab,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_insert_noinspriv.q,real;open_benchmark;dml;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DML,INSERT_INTO_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,insert into table t2 select * from t1,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_insert_noselectpriv.q,real;open_benchmark;dml;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DML,INSERT_INTO_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,"insert into t1 values(2,null)",real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/alter_notnull_constraint_violation.q,real;open_benchmark;dml;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DML,INSERT_OVERWRITE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,"INSERT OVERWRITE TABLE tstsrcpart PARTITION (ds='2008-04-08', hr='12') SELECT key, value FROM srcpart WHERE ds='2008-04-08' AND hr='12'",real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/archive_insert1.q,real;open_benchmark;dml;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DML,INSERT_OVERWRITE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,"INSERT OVERWRITE TABLE tstsrcpart PARTITION (ds='2008-04-08', hr='12') SELECT key, value FROM srcpart WHERE ds='2008-04-08' AND hr='12'",real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/archive_insert2.q,real;open_benchmark;dml;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DML,INSERT_OVERWRITE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,"INSERT OVERWRITE TABLE tstsrcpart PARTITION (ds='2008-04-08', hr='11') SELECT key, value FROM srcpart WHERE ds='2008-04-08' AND hr='11'",real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/archive_insert3.q,real;open_benchmark;dml;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DML,INSERT_OVERWRITE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,"INSERT OVERWRITE TABLE tstsrcpart PARTITION (ds='2008-04-08', hr) SELECT key, value, hr FROM srcpart WHERE ds='2008-04-08' AND hr='12'",real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/archive_insert4.q,real;open_benchmark;dml;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DML,INSERT_OVERWRITE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,insert overwrite table testp partition (dt = '2012') values (1),real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_insertpart_noinspriv.q,real;open_benchmark;dml;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DML,INSERT_OVERWRITE_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,insert overwrite table t1 select * from user1tab,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_insertoverwrite_nodel.q,real;open_benchmark;dml;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,DML,LOAD_DATA_SYNTAX,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,"load data local inpath '../../data/files/archive_corrupt.rc' overwrite into table tstsrcpart partition (ds='2008-04-08', hr='11')",real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/archive_corrupt.q,real;open_benchmark;dml;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,"FROM (SELECT key, concat(value) AS key FROM src) a SELECT a.key",real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/ambiguous_col.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,"FROM src INSERT OVERWRITE TABLE dest1 SELECT '1234', src.value WHERE anotherdummyfn('abc', src.key) + 10 < 100 group by src.key",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/unknown_function3.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,"FROM src INSERT OVERWRITE TABLE dest1 SELECT '1234', src.value WHERE anotherdummyfn('abc', src.key) + 10 < 100",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/unknown_function2.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,"FROM src INSERT OVERWRITE TABLE dest1 SELECT '1234', dummyfn(src.key) WHERE src.key < 100 group by src.key",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/unknown_function4.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,"FROM src INSERT OVERWRITE TABLE dest1 SELECT '1234', src.value WHERE src.key < 100 group by src.dummycol",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/unknown_column3.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,"FROM src INSERT OVERWRITE TABLE dest1 SELECT '1234', src.value WHERE src.key < 100 group by dummysrc.key",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/unknown_column4.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,"FROM src INSERT OVERWRITE TABLE dest1 SELECT '1234', src.value WHERE dummysrc.key < 100 group by src.key",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/unknown_column5.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,"FROM src INSERT OVERWRITE TABLE dest1 SELECT '1234', dummysrc.value WHERE src.key < 100 group by src.key",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/unknown_column6.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,fail,parse_error,generic_parse_failure,cannot_recognize_input,generic_parse_failure,1:54,local_hive_parse_sdk,"FROM src INSERT OVERWRITE TABLE dest1 SELECT src.key, DISTINCT substr(src.value,4,1) GROUP BY src.key",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/wrong_distinct2.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,"FROM src INSERT OVERWRITE TABLE dest1 SELECT '1234', src.value WHERE src.key < 100 group by src.key",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/nonkey_groupby.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,"FROM src INSERT OVERWRITE TABLE dest1 SELECT substr('1234', 'abc'), src.value WHERE src.key < 100",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/invalid_function_param2.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,"FROM src INSERT OVERWRITE TABLE dest1 SELECT '1234', dummyfn(src.value, 10) WHERE src.key < 100",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/unknown_function1.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,"FROM src a JOIN src a ON (a.key = a.key) INSERT OVERWRITE TABLE dest1 SELECT a.key, a.value",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/duplicate_alias.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,FROM src src1 JOIN src src2 ON src1.key = src2.key INSERT OVERWRITE TABLE dest1 SELECT key,real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/ambiguous_join_col.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,"FROM src INSERT OVERWRITE TABLE dest1 SELECT '1234', src.value WHERE src.dummykey < 100",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/unknown_column2.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,"FROM dummySrc INSERT OVERWRITE TABLE dest1 SELECT '1234', src.value WHERE src.key < 100",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/unknown_table1.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,"FROM src INSERT OVERWRITE TABLE dest1 SELECT src.key, src.value, 1 WHERE src.key < 100",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/insert_wrong_number_columns.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,"FROM src INSERT OVERWRITE TABLE dummyDest SELECT '1234', src.value WHERE src.key < 100",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/unknown_table2.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,"FROM src INSERT OVERWRITE TABLE dest1 SELECT '1234', src.dummycol WHERE src.key < 100",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/unknown_column1.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,fail,parse_error,generic_parse_failure,lexer_error,generic_parse_failure,1:82,local_hive_parse_sdk,"FROM src INSERT OVERWRITE TABLE dest1 SELECT '1234"", src.value WHERE src.key < 100",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/quoted_string.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,FROM src INSERT OVERWRITE TABLE dest1 SELECT src.value.member WHERE src.key < 100,real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/invalid_dot.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,fail,parse_error,generic_parse_failure,cannot_recognize_input,generic_parse_failure,1:16,local_hive_parse_sdk,"FROM src INSERT TABLE dest1 SELECT '1234', src.value WHERE src.key < 100",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/missing_overwrite.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,INSERT_FROM,hard,fail,parse_error,,open_benchmark_negative_directory,weak,pass,,,,,,local_hive_parse_sdk,"FROM src INSERT OVERWRITE TABLE dest1 SELECT src.key[0], src.value",real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/invalid_index.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,SELECT_BASIC,easy,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,"SELECT TRANSFORM (*) USING 'cat' AS (key, value) FROM t1",real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_disallow_transform.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,SELECT_BASIC,easy,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,select key from authorization_fail,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_fail_7.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,SELECT_BASIC,easy,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,select * from t1,real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_rolehierarchy_privs.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,SELECT_BASIC,easy,fail,parse_error,,open_benchmark_negative_directory,weak,fail,parse_error,generic_parse_failure,unexpected_eof,generic_parse_failure,1:25,local_hive_parse_sdk,SELECT trim(trim(a)) trim(b) FROM src,real,apache_hive_negative,https://github.com/apache/hive/blob/master/ql/src/test/queries/negative/invalid_select.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,WHERE_FILTER,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,select key from authorization_fail_3 where ds='2010',real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_fail_3.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
,QUERY,WHERE_FILTER,medium,fail,parse_error,,open_benchmark_clientnegative_directory,weak,pass,,,,,,local_hive_parse_sdk,select key from authorization_fail_4 where ds='2010',real,apache_hive_clientnegative,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientnegative/authorization_fail_4.q,real;open_benchmark;query;fail;weak_gt,Auto-extracted from Apache Hive open-source query test suite | negative directory assertion | baseline=local_hive_parse_sdk,weak_gt_excluded_from_strict_gold,highest
