case_id,level1_category,level2_category,difficulty,gt_status,gt_error_type,gt_error_subtype,gt_label_source,gt_label_strength,baseline_status,baseline_error_type,baseline_error_subtype,baseline_error_type_raw,baseline_error_subtype_raw,baseline_error_position,baseline_label_source,sql_text,source_tier,source,source_ref,tags,notes
HIVE_REAL_029,QUERY,UNION,hard,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,quoted_identifier_path_syntax,cannot_recognize_input,quoted_identifier_path_syntax,1:82,local_hive_parse_sdk,"select unionsrc.key, count(1) FROM (select 'max' as key, max(c_int) as value from ""cbo_/t3////"" s1 UNION ALL select 'min' as key, min(c_int) as value from ""cbo_/t3////"" s2 UNION ALL select 'avg' as key, avg(c_int) as value from ""cbo_/t3////"" s3) unionsrc group by unionsrc.key order by unionsrc.key",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:group_by;feature:order_sort;feature:query;feature:status_fail;feature:subquery;feature:union;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:query;level2:union;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_030,QUERY,INSERT_FROM,hard,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,"from multiinsert_test_text a insert overwrite table multiinsert_test_acid_nondi partition (c) select a.a, a.b, a.c where a.c is not null insert overwrite table multiinsert_test_acid_nondi partition (c) select a.a, a.b, a.c where a.c is null sort by a.c",real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/acid_multiinsert_dyn_part.q,baseline_status:pass;feature:insert_from;feature:insert_overwrite;feature:order_sort;feature:partition;feature:query;feature:status_pass;feature:subquery;gt_status:pass;gt_strength:strong;level1:query;level2:insert_from;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_031,QUERY,CTE,hard,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,quoted_identifier_path_syntax,cannot_recognize_input,quoted_identifier_path_syntax,1:29,local_hive_parse_sdk,"with q1 as ( select key from ""c/b/o_t1"" where key = '1') select count(*) from q1",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:cte;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:query;feature:status_fail;feature:subquery;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:query;level2:cte;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_032,QUERY,JOIN,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,select v2_n0.key from v2_n0 join (select key from src_autho_test_n1)subq on v2_n0.value=subq.key order by key limit 10,real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/authorization_view_3.q,baseline_status:pass;feature:join;feature:limit;feature:order_sort;feature:query;feature:status_pass;feature:subquery;gt_status:pass;gt_strength:strong;level1:query;level2:join;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_033,QUERY,WINDOW,hard,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,quoted_identifier_path_syntax,cannot_recognize_input,quoted_identifier_path_syntax,1:839,local_hive_parse_sdk,"select * from (select max(c_int) over (partition by key order by value Rows UNBOUNDED PRECEDING), min(c_int) over (partition by key order by value rows current row), count(c_int) over(partition by key order by value ROWS 1 PRECEDING), avg(value) over (partition by key order by value Rows between unbounded preceding and unbounded following), sum(value) over (partition by key order by value rows between unbounded preceding and current row), avg(c_float) over (partition by key order by value Rows between 1 preceding and unbounded following), sum(c_float) over (partition by key order by value rows between 1 preceding and current row), max(c_float) over (partition by key order by value rows between 1 preceding and unbounded following), min(c_float) over (partition by key order by value rows between 1 preceding and 1 following) from ""c/b/o_t1"") ""c/b/o_t1""",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:order_sort;feature:query;feature:status_fail;feature:subquery;feature:window;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:query;level2:window;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_034,QUERY,JOIN,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,quoted_identifier_path_syntax,cannot_recognize_input,quoted_identifier_path_syntax,1:80,local_hive_parse_sdk,"select a, c, count(*) from (select key as a, c_int+1 as b, sum(c_int) as c from ""c/b/o_t1"" where (""c/b/o_t1"".c_int + 1 >= 0) and (""c/b/o_t1"".c_int > 0 or ""c/b/o_t1"".c_float >= 0) group by c_float, ""c/b/o_t1"".c_int, key having ""c/b/o_t1"".c_float > 0 and (c_int >=1 or c_float >= 1) and (c_int + c_float) >= 0 order by a+b desc, c asc) ""c/b/o_t1"" left semi join (select key as p, c_int+1 as q, sum(c_int) as r from ""//cbo_t2"" where (""//cbo_t2"".c_int + 1 >= 0) and (""//cbo_t2"".c_int > 0 or ""//cbo_t2"".c_float >= 0) group by c_float, ""//cbo_t2"".c_int, key having ""//cbo_t2"".c_float > 0 and (c_int >=1 or c_float >= 1) and (c_int + c_float) >= 0 order by q+r/10 desc, p) ""//cbo_t2"" on ""c/b/o_t1"".a=p left semi join ""cbo_/t3////"" on ""c/b/o_t1"".a=key where (b + 1 >= 0) and (b > 0 or a >= 0) group by a, c having a > 0 and (a >=1 or c >= 1) and (a + c) >= 0 order by c, a",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:group_by;feature:having;feature:join;feature:order_sort;feature:query;feature:status_fail;feature:subquery;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:query;level2:join;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_035,QUERY,JOIN,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,quoted_identifier_path_syntax,cannot_recognize_input,quoted_identifier_path_syntax,1:98,local_hive_parse_sdk,"select ""cbo_/t3////"".c_int, c, count(*) from (select key as a, c_int+1 as b, sum(c_int) as c from ""c/b/o_t1"" where (""c/b/o_t1"".c_int + 1 >= 0) and (""c/b/o_t1"".c_int > 0 or ""c/b/o_t1"".c_float >= 0) group by c_float, ""c/b/o_t1"".c_int, key having ""c/b/o_t1"".c_float > 0 and (c_int >=1 or c_float >= 1) and (c_int + c_float) >= 0 order by b % c asc, b desc) ""c/b/o_t1"" left outer join (select key as p, c_int+1 as q, sum(c_int) as r from ""//cbo_t2"" where (""//cbo_t2"".c_int + 1 >= 0) and (""//cbo_t2"".c_int > 0 or ""//cbo_t2"".c_float >= 0) group by c_float, ""//cbo_t2"".c_int, key having ""//cbo_t2"".c_float > 0 and (c_int >=1 or c_float >= 1) and (c_int + c_float) >= 0) ""//cbo_t2"" on ""c/b/o_t1"".a=p left outer join ""cbo_/t3////"" on ""c/b/o_t1"".a=key where (b + ""//cbo_t2"".q >= 0) and (b > 0 or c_int >= 0) group by ""cbo_/t3////"".c_int, c having ""cbo_/t3////"".c_int > 0 and (c_int >=1 or c >= 1) and (c_int + c) >= 0 order by ""cbo_/t3////"".c_int % c asc, ""cbo_/t3////"".c_int desc",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:group_by;feature:having;feature:join;feature:order_sort;feature:query;feature:status_fail;feature:subquery;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:query;level2:join;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_036,QUERY,GROUP_BY,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,"select ROW__ID, count(*) from over10k_orc_bucketed group by ROW__ID having count(*) > 1",real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/acid_vectorization_original.q,baseline_status:pass;feature:group_by;feature:having;feature:query;feature:status_pass;gt_status:pass;gt_strength:strong;level1:query;level2:group_by;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_037,QUERY,WHERE_FILTER,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,quoted_identifier_path_syntax,cannot_recognize_input,quoted_identifier_path_syntax,1:29,local_hive_parse_sdk,"select * from (select * from ""c/b/o_t1"" as ""//cbo_t2"" where ""//cbo_t2"".c_int >= 0 and c_float+c_int >= 0 or c_float <= 100) as ""//cbo_t2"" where ""//cbo_t2"".c_int >= 0 and c_float+c_int >= 0 or c_float <= 100",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:query;feature:status_fail;feature:subquery;feature:where_filter;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:query;level2:where_filter;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_038,QUERY,WINDOW,hard,pass,,,official_doc_example,strong,fail,parse_error,window_clause_syntax,cannot_recognize_input,window_clause_syntax,1:105,local_hive_parse_sdk,"SELECT a, AVG(b) OVER (PARTITION BY c ORDER BY d ROWS BETWEEN CURRENT ROW AND UNBOUNDED FOLLOWING) FROM T;",real,hive_official_docs,https://hive.apache.org/docs/latest/language/languagemanual-windowingandanalytics/,baseline_error:parse_error;baseline_status:fail;feature:order_sort;feature:query;feature:status_pass;feature:window;gt_status:pass;gt_strength:strong;level1:query;level2:window;source:hive_official_docs;tier:real,Auto-extracted from Apache Hive official documentation code block | baseline=local_hive_parse_sdk
HIVE_REAL_039,QUERY,GROUP_BY,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,quoted_identifier_path_syntax,cannot_recognize_input,quoted_identifier_path_syntax,1:33,local_hive_parse_sdk,"select key, value, count(*) from ""src/_/cbo"" b where b.key in (select key from ""src/_/cbo"" where ""src/_/cbo"".key > '8') group by key, value having count(*) in (select count(*) from ""src/_/cbo"" s1 where s1.key > '9' group by s1.key ) order by key",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:group_by;feature:having;feature:order_sort;feature:query;feature:status_fail;feature:subquery;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:query;level2:group_by;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_040,QUERY,WHERE_FILTER,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,quoted_identifier_path_syntax,cannot_recognize_input,quoted_identifier_path_syntax,1:94,local_hive_parse_sdk,"select * from (select ""//cbo_t2"".key as x, c_int as c_int, (((c_int+c_float)*10)+5) as y from ""c/b/o_t1"" as ""//cbo_t2"" where ""//cbo_t2"".c_int >= 0 and c_float+c_int >= 0 or c_float <= 100) as ""c/b/o_t1""",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:query;feature:status_fail;feature:subquery;feature:where_filter;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:query;level2:where_filter;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_041,QUERY,SELECT_BASIC,easy,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,quoted_identifier_path_syntax,cannot_recognize_input,quoted_identifier_path_syntax,1:137,local_hive_parse_sdk,"select * from (select count(*) as a, count(distinct c_int) as b, sum(c_int) as c, avg(c_int) as d, max(c_int) as e, min(c_int) as f from ""c/b/o_t1"") ""c/b/o_t1""",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:query;feature:select_basic;feature:status_fail;feature:subquery;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:query;level2:select_basic;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_042,QUERY,TRANSFORM,hard,pass,,,open_benchmark_positive_directory,strong,pass,,,,,,local_hive_parse_sdk,"FROM ( FROM src SELECT TRANSFORM(src.key, src.value) USING '/bin/cat' AS (tkey, tvalue) CLUSTER BY tkey ) tmap INSERT OVERWRITE TABLE dest1 SELECT tmap.tkey, tmap.tvalue WHERE tmap.tkey < 100",real,apache_hive_positive,https://github.com/apache/hive/blob/master/ql/src/test/queries/positive/input4.q,baseline_status:pass;feature:insert_from;feature:insert_overwrite;feature:query;feature:status_pass;feature:subquery;feature:transform;gt_status:pass;gt_strength:strong;level1:query;level2:transform;source:apache_hive_positive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_043,QUERY,ORDER_SORT,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,quoted_identifier_path_syntax,cannot_recognize_input,quoted_identifier_path_syntax,1:580,local_hive_parse_sdk,"select count(c_int) over(partition by c_float order by key), sum(c_float) over(partition by c_float order by key), max(c_int) over(partition by c_float order by key), min(c_int) over(partition by c_float order by key), row_number() over(partition by c_float order by key) as rn, rank() over(partition by c_float order by key), dense_rank() over(partition by c_float order by key), round(percent_rank() over(partition by c_float order by key), 2), lead(c_int, 2, c_int) over(partition by c_float order by key), lag(c_float, 2, c_float) over(partition by c_float order by key) from ""c/b/o_t1"" order by rn",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:order_sort;feature:query;feature:status_fail;feature:window;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:query;level2:order_sort;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_044,QUERY,UNION,hard,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,select key from (select key as key from src_autho_test_n8 union all select key from v_n9)subq limit 10,real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/authorization_view_1.q,baseline_status:pass;feature:limit;feature:query;feature:status_pass;feature:subquery;feature:union;gt_status:pass;gt_strength:strong;level1:query;level2:union;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_045,QUERY,UNION,hard,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,quoted_identifier_path_syntax,cannot_recognize_input,quoted_identifier_path_syntax,1:88,local_hive_parse_sdk,"select unionsrc.key, unionsrc.value FROM (select 'max' as key, max(c_int) as value from ""cbo_/t3////"" s1 UNION ALL select 'min' as key, min(c_int) as value from ""cbo_/t3////"" s2 UNION ALL select 'avg' as key, avg(c_int) as value from ""cbo_/t3////"" s3) unionsrc order by unionsrc.key",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:order_sort;feature:query;feature:status_fail;feature:subquery;feature:union;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:query;level2:union;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_046,QUERY,SELECT_BASIC,easy,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,"select distinct IF(seq==1, 'LOOKS OKAY', 'BROKEN'), regexp_extract(INPUT__FILE__NAME, '.*/(.*)/[^/]*', 1) from sequential_update",real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/acid_insert_overwrite_update.q,baseline_status:pass;feature:query;feature:select_basic;feature:status_pass;gt_status:pass;gt_strength:strong;level1:query;level2:select_basic;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_047,QUERY,CTE,hard,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,quoted_identifier_path_syntax,cannot_recognize_input,quoted_identifier_path_syntax,1:35,local_hive_parse_sdk,"with q1 as ( select key,c_int from ""c/b/o_t1"" where key = '1') select * from q1",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:cte;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:query;feature:status_fail;feature:subquery;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:query;level2:cte;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_048,QUERY,WHERE_FILTER,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,"SELECT SUM(hash(col)) FROM (SELECT transform(*) using 'tr ""\t"" ""_""' AS col FROM (SELECT * FROM old_name WHERE ds='1') subq1) subq2",real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/archive_excludeHadoop20.q,baseline_status:pass;feature:query;feature:status_pass;feature:subquery;feature:transform;feature:where_filter;gt_status:pass;gt_strength:strong;level1:query;level2:where_filter;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_049,QUERY,JOIN,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,quoted_identifier_path_syntax,cannot_recognize_input,quoted_identifier_path_syntax,1:98,local_hive_parse_sdk,"select ""cbo_/t3////"".c_int, c, count(*) from (select key as a, c_int+1 as b, sum(c_int) as c from ""c/b/o_t1"" where (""c/b/o_t1"".c_int + 1 >= 0) and (""c/b/o_t1"".c_int > 0 or ""c/b/o_t1"".c_float >= 0) group by c_float, ""c/b/o_t1"".c_int, key having ""c/b/o_t1"".c_float > 0 and (c_int >=1 or c_float >= 1) and (c_int + c_float) >= 0 order by c+a desc) ""c/b/o_t1"" full outer join (select key as p, c_int+1 as q, sum(c_int) as r from ""//cbo_t2"" where (""//cbo_t2"".c_int + 1 >= 0) and (""//cbo_t2"".c_int > 0 or ""//cbo_t2"".c_float >= 0) group by c_float, ""//cbo_t2"".c_int, key having ""//cbo_t2"".c_float > 0 and (c_int >=1 or c_float >= 1) and (c_int + c_float) >= 0 order by p+q desc, r asc) ""//cbo_t2"" on ""c/b/o_t1"".a=p full outer join ""cbo_/t3////"" on ""c/b/o_t1"".a=key where (b + ""//cbo_t2"".q >= 0) and (b > 0 or c_int >= 0) group by ""cbo_/t3////"".c_int, c having ""cbo_/t3////"".c_int > 0 and (c_int >=1 or c >= 1) and (c_int + c) >= 0 order by ""cbo_/t3////"".c_int",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:group_by;feature:having;feature:join;feature:order_sort;feature:query;feature:status_fail;feature:subquery;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:query;level2:join;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_050,QUERY,ORDER_SORT,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,select key from authorization_part where ds='2010' order by key limit 20,real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/authorization_2.q,baseline_status:pass;feature:limit;feature:order_sort;feature:query;feature:status_pass;gt_status:pass;gt_strength:strong;level1:query;level2:order_sort;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_051,DDL,CREATE_TABLE_SYNTAX,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,reserved_keyword_table_name,cannot_recognize_input,reserved_keyword_table_name,1:13,local_hive_parse_sdk,"CREATE TABLE ""line/item"" (L_ORDERKEY INT, L_PARTKEY INT, L_SUPPKEY INT, L_LINENUMBER INT, L_QUANTITY DOUBLE, L_EXTENDEDPRICE DOUBLE, L_DISCOUNT DOUBLE, L_TAX DOUBLE, L_RETURNFLAG STRING, L_LINESTATUS STRING, l_shipdate STRING, L_COMMITDATE STRING, L_RECEIPTDATE STRING, L_SHIPINSTRUCT STRING, L_SHIPMODE STRING, L_COMMENT STRING) ROW FORMAT DELIMITED FIELDS TERMINATED BY '|'",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:create_table;feature:create_table_syntax;feature:ddl;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:serde;feature:status_fail;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:ddl;level2:create_table_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_052,DDL,CREATE_TABLE_SYNTAX,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,"CREATE TABLE IF NOT EXISTS test_update_partition_textfile_mmctas PARTITIONED BY (id) STORED AS TEXTFILE TBLPROPERTIES('transactional'='true', 'transactional_properties'='insert_only') AS (SELECT * FROM test_update_bucketed WHERE id = 1 UNION SELECT * FROM test_update_bucketed WHERE id = 2)",real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/acid_locking_ctas.q,baseline_status:pass;feature:create_table;feature:create_table_syntax;feature:ddl;feature:status_pass;feature:subquery;feature:transactional;feature:union;gt_status:pass;gt_strength:strong;level1:ddl;level2:create_table_syntax;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_053,DDL,CREATE_DATABASE_SYNTAX,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,quoted_identifier_path_syntax,cannot_recognize_input,quoted_identifier_path_syntax,1:60,local_hive_parse_sdk,"create view v3_n0 as select v1_n7.value val from v1_n7 join ""c/b/o_t1"" on v1_n7.c_boolean = ""c/b/o_t1"".c_boolean",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:create_database_syntax;feature:ddl;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:join;feature:status_fail;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:ddl;level2:create_database_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_054,DDL,ALTER_TABLE_SYNTAX,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,alter table tst1_n1 partition (ds = '1') into 6 buckets,real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/alter_numbuckets_partitioned_table_h23.q,baseline_status:pass;feature:alter_table;feature:alter_table_syntax;feature:bucketing;feature:ddl;feature:partition;feature:status_pass;gt_status:pass;gt_strength:strong;level1:ddl;level2:alter_table_syntax;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
